ID,Player,Team,Position,RkOv,Status,Age,Opponent,Salary,Score,Ros,+/-
*06lop*,Ivan Ryabkin,CAR,C,6960,Minnesota North Stars - MNS,19,FLA Tue 5:00PM,"918,333",0,47%,-2%
*06lv6*,Stian Solberg,ANA,D,7488,Minnesota North Stars - MNS,20,,"975,000",0,46%,-2%
*064n0*,Malcolm Spence,NYR,LW,7534,Minnesota North Stars - MNS,19,@BOS Tue 8:00PM,"950,000",0,45%,-2%
*07339*,Oliver Suvanto,WSH,C,7742,Minnesota North Stars - MNS,17,,"1,075,000",0,55%,-2%
*05xc4*,Connor Ungar,EDM,G,8046,Minnesota North Stars - MNS,24,VAN Tue 10:00PM,"850,000",0,18%,-1%
*05tpw*,Semyon Vyazovoy,SEA,G,8234,Minnesota North Stars - MNS,23,,"925,000",0,22%,-1%
*06une*,Jonas Woo,CBJ,D,8494,Minnesota North Stars - MNS,19,,"950,000",0,13%,-1%
*0322w*,Ilya Sorokin,NYI,G,4,Montreal Wanders - MW,31,,"8,250,000",98.15,99%,0%
*04mdc*,Logan Thompson,WSH,G,9,Montreal Wanders - MW,29,,"5,850,000",89.63,100%,0%
*02azb*,Mark Scheifele,WPG,C,16,Montreal Wanders - MW,33,,"8,500,000",87.74,99%,0%
*049k7*,Martin Necas,COL,RW,48,Montreal Wanders - MW,27,,"11,500,000",79.08,100%,0%
*02unz*,Nick Schmaltz,UTA,"C,RW",68,Montreal Wanders - MW,30,,"8,000,000",76.08,98%,0%
*04f2d*,Drake Batherson,OTT,"LW,RW",83,Montreal Wanders - MW,28,,"4,975,000",74.51,99%,0%
*04ymt*,Lucas Raymond,DET,RW,121,Montreal Wanders - MW,24,,"8,075,000",68.3,99%,0%
*04lo0*,Quinton Byfield,LAK,"C,LW",123,Montreal Wanders - MW,24,,"6,250,000",68.1,96%,0%
*01zvp*,Bryan Rust,PIT,RW,127,Montreal Wanders - MW,34,,"5,125,000",67.9,94%,0%
*004jl*,Brad Marchand,FLA,"LW,RW",160,Montreal Wanders - MW,38,@CAR Tue 5:00PM,"5,250,000",64.75,93%,-1%
*05r1i*,Matty Beniers,SEA,C,162,Montreal Wanders - MW,23,,"7,142,857",64.62,83%,-2%
*051m4*,Jackson LaCombe,ANA,D,170,Montreal Wanders - MW,25,,"9,000,000",63.76,99%,0%
*04dwk*,Josh Norris,BUF,C,200,Montreal Wanders - MW,27,,"7,950,000",60.69,83%,-1%
*04zc8*,Devin Cooley,CGY,G,209,Montreal Wanders - MW,29,,"1,350,000",59.71,44%,-1%
*04yn0*,Connor McMichael,STL,"C,LW",219,Montreal Wanders - MW,25,,"6,750,000",58.81,77%,-3%
*04znw*,Brandt Clarke,LAK,D,269,Montreal Wanders - MW,23,,"7,400,000",54.58,99%,0%
*062k9*,Noah Laba,NYR,C,335,Montreal Wanders - MW,23,@BOS Tue 8:00PM,"870,000",50.48,39%,-2%
*051tx*,Aliaksei Protas,WSH,"LW,RW",340,Montreal Wanders - MW,25,,"3,375,000",50.21,92%,0%
*05k8c*,Tyson Foerster,PHI,LW,360,Montreal Wanders - MW,24,,"3,750,000",49.18,83%,-2%
*059e1*,Braden Schneider,NYR,D,374,Montreal Wanders - MW,24,@BOS Tue 8:00PM,"5,500,000",48.53,48%,-1%
*04zp2*,Drew Helleson,ANA,D,511,Montreal Wanders - MW,25,,"1,100,000",41.92,31%,-1%
*060v8*,Elias Pettersson,VAN,D,559,Montreal Wanders - MW,22,@EDM Tue 10:00PM,"870,000",39.61,32%,-1%
*05no6*,Victor Ostman,SEA,G,566,Montreal Wanders - MW,25,,"850,000",39.27,18%,-1%
*06c72*,Braeden Bowman,VGK,RW,591,Montreal Wanders - MW,23,CHI Tue 10:30PM,"837,500",38.24,49%,-2%
*04ln1*,Alex Turcotte,LAK,"C,LW",616,Montreal Wanders - MW,25,,"894,167",36.75,25%,-1%
*043ca*,Josh Mahura,SEA,D,673,Montreal Wanders - MW,28,,"907,500",33.65,7%,0%
*066qt*,Lenni Hameenaho,NJD,RW,692,Montreal Wanders - MW,22,,"950,000",32.27,41%,-2%
*05g2s*,Adam Wilsby,NSH,D,723,Montreal Wanders - MW,26,,"775,000",29.99,18%,-1%
*060pq*,Alex Bump,PHI,LW,730,Montreal Wanders - MW,22,,"950,000",29.57,44%,-2%
*067yd*,David Reinbacher,MTL,D,870,Montreal Wanders - MW,21,@TOR Tue 7:00PM,"950,000",20.61,68%,-2%
*05u4f*,Carter Mazur,DET,LW,975,Montreal Wanders - MW,24,,"875,000",16.21,22%,-1%
*0632b*,Quinn Hutson,EDM,RW,997,Montreal Wanders - MW,24,VAN Tue 10:00PM,"875,000",15.65,37%,0%
*060hq*,Filip Bystedt,SJS,C,1942,Montreal Wanders - MW,22,,"950,000",0,40%,-1%
*06pyk*,Justin Carbonneau,STL,RW,2006,Montreal Wanders - MW,19,,"975,000",0,68%,-3%
*06rnr*,Maddox Dagenais,STL,C,2392,Montreal Wanders - MW,18,,"950,000",0,61%,-2%
*05yn1*,Jagger Firkus,SEA,C,2952,Montreal Wanders - MW,22,,"923,333",0,56%,-2%
*076ig*,Adam Goljer,LAK,D,3318,Montreal Wanders - MW,18,,"950,000",0,23%,-2%
*072z3*,Brady Knowling,SJS,G,4422,Montreal Wanders - MW,18,,"950,000",0,28%,-2%
*06snd*,Lynden Lakovic,WSH,LW,4705,Montreal Wanders - MW,19,,"975,000",0,55%,-2%
*06sqm*,Ryker Lee,NSH,RW,4844,Montreal Wanders - MW,19,,"950,000",0,57%,-2%
*06cug*,Maxim Masse,ANA,RW,5299,Montreal Wanders - MW,20,,"950,000",0,34%,-2%
*06h8g*,Henry Mews,CGY,D,5545,Montreal Wanders - MW,20,,"950,000",0,39%,-1%
*06mcu*,Julius Miettinen,SEA,"C,LW",5566,Montreal Wanders - MW,20,,"940,833",0,34%,-1%
*06hrl*,L.J. Mooney,MTL,C,5675,Montreal Wanders - MW,19,@TOR Tue 7:00PM,"950,000",0,45%,-2%
*05rjf*,Ty Nelson,SEA,D,5872,Montreal Wanders - MW,22,,"867,500",0,28%,-1%
*05oyv*,Sasha Pastujov,MTL,"LW,RW",6223,Montreal Wanders - MW,23,@TOR Tue 7:00PM,"850,000",0,29%,-2%
*06lkz*,Justin Poirier,CAR,RW,6478,Montreal Wanders - MW,19,FLA Tue 5:00PM,"950,000",0,32%,-1%
*06mba*,Kim Saarinen,SEA,G,6997,Montreal Wanders - MW,20,,"872,500",0,20%,-1%
*03rih*,Karel Vejmelka,UTA,G,28,Pittsburgh Pirates - PP,30,,"4,750,000",83.05,99%,0%
*04alw*,Cale Makar,COL,D,44,Pittsburgh Pirates - PP,27,,"9,000,000",80.17,100%,0%
*03mn9*,Mikko Rantanen,DAL,RW,71,Pittsburgh Pirates - PP,29,,"12,000,000",75.83,99%,0%
*03v70*,Alex DeBrincat,DET,LW,78,Pittsburgh Pirates - PP,28,,"7,875,000",75.22,99%,0%
*04apb*,Robert Thomas,STL,C,84,Pittsburgh Pirates - PP,27,,"8,125,000",74.48,98%,0%
*05oxs*,Jakub Dobes,MTL,G,114,Pittsburgh Pirates - PP,25,@TOR Tue 7:00PM,"965,000",69.42,98%,0%
*06gk0*,Matthew Schaefer,NYI,D,122,Pittsburgh Pirates - PP,18,,"975,000",68.3,100%,0%
*04yi4*,Pyotr Kochetkov,CAR,G,124,Pittsburgh Pirates - PP,27,FLA Tue 5:00PM,"2,000,000",68.04,76%,-1%
*05ltt*,Alex Laferriere,LAK,"C,LW,RW",132,Pittsburgh Pirates - PP,24,,"4,100,000",67.3,90%,0%
*04yqp*,Anton Lundell,FLA,C,139,Pittsburgh Pirates - PP,24,@CAR Tue 5:00PM,"5,000,000",66.59,80%,-2%
*02ytx*,Ryan Hartman,MIN,"C,RW",145,Pittsburgh Pirates - PP,31,,"4,000,000",66.18,66%,-2%
*03yg3*,Mikhail Sergachev,UTA,D,152,Pittsburgh Pirates - PP,28,,"8,500,000",65.42,99%,0%
*04ezy*,Morgan Frost,CGY,C,159,Pittsburgh Pirates - PP,27,,"4,375,000",64.77,56%,-1%
*02ybn*,Josh Morrissey,WPG,D,166,Pittsburgh Pirates - PP,31,,"6,250,000",64.41,99%,0%
*06jhd*,Anton Frondell,CHI,C,174,Pittsburgh Pirates - PP,19,@VGK Tue 10:30PM,"975,000",63.42,95%,0%
*05gd8*,Mason McTavish,STL,C,179,Pittsburgh Pirates - PP,23,,"7,000,000",63.18,89%,-1%
*03rf5*,Rasmus Andersson,VGK,D,190,Pittsburgh Pirates - PP,29,CHI Tue 10:30PM,"8,500,000",61.95,96%,0%
*068yz*,Jacob Fowler,MTL,G,195,Pittsburgh Pirates - PP,21,@TOR Tue 7:00PM,"923,333",61.19,83%,-1%
*03yxp*,Stuart Skinner,WPG,G,243,Pittsburgh Pirates - PP,27,,"3,750,000",56.41,59%,-2%
*03rf8*,Vince Dunn,SEA,D,245,Pittsburgh Pirates - PP,29,,"7,350,000",56.39,94%,+1%
*05ymj*,Jimmy Snuggerud,STL,RW,258,Pittsburgh Pirates - PP,22,,"950,000",55.83,97%,0%
*05r50*,Mackie Samoskevich,SEA,"LW,RW",339,Pittsburgh Pirates - PP,23,,"3,850,000",50.21,66%,-2%
*05tv0*,Jackson Blake,CAR,RW,368,Pittsburgh Pirates - PP,23,FLA Tue 5:00PM,"5,117,002",48.8,92%,-1%
*05gd7*,Cole Sillinger,CBJ,"C,LW",375,Pittsburgh Pirates - PP,23,,"4,625,000",48.5,46%,-1%
*04zp9*,Mavrik Bourque,NSH,"C,RW",376,Pittsburgh Pirates - PP,24,,"5,500,000",48.4,81%,-1%
*061im*,Michael Misa,SJS,C,385,Pittsburgh Pirates - PP,19,,"975,000",48.09,94%,0%
*051w5*,Trent Miner,COL,G,431,Pittsburgh Pirates - PP,25,,"775,000",45.39,30%,-2%
*05uao*,Collin Graf,SJS,"LW,RW",439,Pittsburgh Pirates - PP,23,,"4,250,000",45.07,69%,-3%
*04xef*,Philip Broberg,STL,D,489,Pittsburgh Pirates - PP,25,,"8,000,000",42.84,85%,-1%
*059e4*,Connor Zary,CGY,"C,LW",500,Pittsburgh Pirates - PP,24,,"3,775,000",42.25,39%,-2%
*05yms*,Sam Rinzel,CHI,D,515,Pittsburgh Pirates - PP,22,@VGK Tue 10:30PM,"941,667",41.74,75%,-2%
*060fz*,Clay Stevenson,WSH,G,530,Pittsburgh Pirates - PP,27,,"855,000",41.23,22%,-1%
*06hcq*,Carter Yakemchuk,OTT,D,535,Pittsburgh Pirates - PP,20,,"975,000",40.96,79%,-1%
*04qyw*,Linus Karlsson,VAN,RW,584,Pittsburgh Pirates - PP,26,@EDM Tue 10:00PM,"2,250,000",38.55,31%,-1%
*05ym6*,Liam Ohgren,VAN,LW,611,Pittsburgh Pirates - PP,22,@EDM Tue 10:00PM,"950,000",37.34,53%,-1%
*065nx*,Berkly Catton,SEA,"C,LW",672,Pittsburgh Pirates - PP,20,,"975,000",33.71,74%,-2%
*06h8h*,Trevor Connelly,VGK,LW,685,Pittsburgh Pirates - PP,20,CHI Tue 10:30PM,"975,000",32.93,71%,-2%
*05m18*,Isak Rosen,WPG,LW,695,Pittsburgh Pirates - PP,23,,"925,000",32.07,47%,-2%
*05xcm*,Jonathan Lekkerimaki,VAN,RW,797,Pittsburgh Pirates - PP,22,@EDM Tue 10:00PM,"950,000",25.01,63%,-2%
*06lvc*,Harrison Brunicke,PIT,D,862,Pittsburgh Pirates - PP,20,,"875,000",21.19,50%,-2%
*05rj0*,Jack Devine,FLA,RW,1000,Pittsburgh Pirates - PP,22,@CAR Tue 5:00PM,"925,000",15.59,30%,-1%
*074v1*,Tommy Bleyl,NSH,D,1615,Pittsburgh Pirates - PP,18,,"950,000",0,59%,-3%
*05k9b*,Joel Blomqvist,PIT,G,1624,Pittsburgh Pirates - PP,24,,"875,000",0,41%,-1%
*06spt*,Vojtech Cihar,LAK,LW,2163,Pittsburgh Pirates - PP,19,,"950,000",0,32%,-2%
*05tpu*,Kirill Gerasimyuk,FLA,G,3235,Pittsburgh Pirates - PP,23,@CAR Tue 5:00PM,"875,000",0,14%,-1%
*06rmq*,J.P. Hurlbert,DET,RW,3909,Pittsburgh Pirates - PP,18,,"950,000",0,61%,-2%
*0744a*,Nikita Klepov,ANA,LW,4389,Pittsburgh Pirates - PP,18,,"1,075,000",0,72%,-3%
*05tpb*,Carl Lindbom,VGK,G,4942,Pittsburgh Pirates - PP,23,CHI Tue 10:30PM,"900,000",0,38%,-1%
*06rmr*,Alexei Medvedev,VAN,G,5495,Pittsburgh Pirates - PP,18,@EDM Tue 10:00PM,"923,333",0,43%,0%
*06c9i*,Pavel Moysevich,VGK,G,5736,Pittsburgh Pirates - PP,21,CHI Tue 10:30PM,"980,000",0,24%,-1%
*06md8*,Kieron Walton,WPG,LW,8292,Pittsburgh Pirates - PP,20,,"858,333",0,33%,-1%
*02un4*,Connor McDavid,EDM,C,3,Quebec Nordiques - QUE,29,VAN Tue 10:00PM,"6,250,000",98.25,100%,0%
*027i6*,Mika Zibanejad,NYR,"C,RW",8,Quebec Nordiques - QUE,33,@BOS Tue 8:00PM,"8,500,000",89.92,99%,0%
*031p0*,Jake Guentzel,TBL,"LW,RW",23,Quebec Nordiques - QUE,31,,"9,000,000",83.72,100%,0%
*01c12*,John Tavares,TOR,C,29,Quebec Nordiques - QUE,35,MTL Tue 7:00PM,"4,380,000",83.03,98%,0%
*03duf*,Dylan Larkin,DET,C,30,Quebec Nordiques - QUE,30,,"8,700,000",82.7,99%,0%
*04mtp*,Dylan Cozens,OTT,C,33,Quebec Nordiques - QUE,25,,"7,100,000",82.11,98%,0%
*00qru*,Steven Stamkos,NSH,"C,LW,RW",40,Quebec Nordiques - QUE,36,,"8,000,000",80.8,96%,0%
*04lc0*,Evan Bouchard,EDM,D,41,Quebec Nordiques - QUE,26,VAN Tue 10:00PM,"10,500,000",80.79,100%,0%
*04qzc*,Joel Hofer,STL,G,45,Quebec Nordiques - QUE,26,,"3,400,000",80.05,93%,0%
*03rh3*,Kirill Kaprizov,MIN,LW,67,Quebec Nordiques - QUE,29,,"8,500,000",76.19,99%,0%
*02yjj*,William Nylander,TOR,RW,73,Quebec Nordiques - QUE,30,MTL Tue 7:00PM,"11,500,000",75.7,100%,0%
*03jvu*,Mitch Marner,VGK,"C,LW,RW",77,Quebec Nordiques - QUE,29,CHI Tue 10:30PM,"12,000,000",75.29,99%,0%
*03ra7*,Zach Werenski,CBJ,D,80,Quebec Nordiques - QUE,29,,"4,791,667",74.9,99%,0%
*03rfo*,Daniel Vladar,PHI,G,94,Quebec Nordiques - QUE,29,,"3,350,000",72.44,91%,0%
*03as8*,Nikolaj Ehlers,CAR,"LW,RW",136,Quebec Nordiques - QUE,30,FLA Tue 5:00PM,"8,500,000",66.86,97%,+1%
*0042t*,Claude Giroux,OTT,"LW,RW",157,Quebec Nordiques - QUE,38,,"2,000,000",65.12,52%,-1%
*02nq3*,Shayne Gostisbehere,CAR,D,198,Quebec Nordiques - QUE,33,FLA Tue 5:00PM,"3,200,000",60.85,98%,0%
*04ln4*,Kiefer Sherwood,SJS,"LW,RW",211,Quebec Nordiques - QUE,31,,"5,750,000",59.63,82%,-1%
*04an1*,Daniil Tarasov,DET,G,237,Quebec Nordiques - QUE,27,,"2,000,000",56.92,37%,-2%
*03y7l*,Michael DiPietro,BOS,G,342,Quebec Nordiques - QUE,27,NYR Tue 8:00PM,"812,500",50.14,41%,-1%
*04ymm*,Aatu Raty,VAN,C,349,Quebec Nordiques - QUE,23,@EDM Tue 10:00PM,"775,000",49.67,37%,-1%
*05ui4*,Dalibor Dvorsky,STL,C,380,Quebec Nordiques - QUE,21,,"950,000",48.3,72%,-2%
*05rjg*,Danila Yurov,MIN,"C,LW",398,Quebec Nordiques - QUE,22,,"950,000",47.46,70%,-2%
*05oxl*,Leevi Merilainen,OTT,G,507,Quebec Nordiques - QUE,24,,"1,100,000",42.12,45%,-1%
*05kuc*,Tyler Kleven,OTT,D,536,Quebec Nordiques - QUE,24,,"1,600,000",40.94,32%,-1%
*05tqu*,Logan Mailloux,STL,D,551,Quebec Nordiques - QUE,23,,"850,000",39.93,69%,-2%
*04z51*,Charle-Edouard D'Astous,TBL,D,556,Quebec Nordiques - QUE,28,,"875,000",39.76,45%,-2%
*06axr*,Tom Willander,VAN,D,604,Quebec Nordiques - QUE,21,@EDM Tue 10:00PM,"950,000",37.68,65%,-2%
*04r1c*,Tyler Tucker,STL,D,608,Quebec Nordiques - QUE,26,,"925,000",37.43,21%,-1%
*06aw5*,Uvis Balinskis,FLA,D,686,Quebec Nordiques - QUE,30,@CAR Tue 5:00PM,"850,000",32.82,17%,-1%
*05k9a*,Emil Andrae,TOR,D,741,Quebec Nordiques - QUE,24,MTL Tue 7:00PM,"1,550,000",28.68,32%,-2%
*06axz*,Bradly Nadeau,CAR,C,774,Quebec Nordiques - QUE,21,FLA Tue 5:00PM,"950,000",26.27,69%,-2%
*05r1b*,Rutger McGroarty,PIT,"LW,RW",775,Quebec Nordiques - QUE,22,,"950,000",26.15,69%,-2%
*05r2y*,Ivan Miroshnichenko,WSH,RW,804,Quebec Nordiques - QUE,22,,"950,000",24.6,52%,-2%
*06449*,Nate Danielson,DET,C,806,Quebec Nordiques - QUE,21,,"950,000",24.47,59%,-2%
*0644d*,Gavin Brindley,COL,"C,RW",841,Quebec Nordiques - QUE,21,,"950,000",22.19,50%,-2%
*0570x*,Brad Lambert,WPG,RW,878,Quebec Nordiques - QUE,22,,"950,000",20.04,54%,-2%
*05ra8*,Hunter Brzustewicz,CGY,D,907,Quebec Nordiques - QUE,21,,"1,075,000",19.08,46%,-1%
*04xe1*,Jakob Pelletier,TBL,"LW,RW",920,Quebec Nordiques - QUE,25,,"775,000",18.43,29%,-2%
*071wn*,Niklas Aaram-Olsen,VAN,RW,1037,Quebec Nordiques - QUE,18,@EDM Tue 10:00PM,"950,000",0,35%,-2%
*06luy*,Nikita Artamonov,CAR,LW,1235,Quebec Nordiques - QUE,20,FLA Tue 5:00PM,"950,000",0,42%,-2%
*06tan*,Lucas Beckman,OTT,G,1426,Quebec Nordiques - QUE,18,,"1,028,333",0,31%,-1%
*070fu*,Tomas Chrenko,NYR,C,2136,Quebec Nordiques - QUE,18,@BOS Tue 8:00PM,"950,000",0,30%,-1%
*06hcy*,Liam Greentree,NYR,RW,3401,Quebec Nordiques - QUE,20,@BOS Tue 8:00PM,"975,000",0,65%,-2%
*059e7*,Fabian Lysell,COL,LW,5086,Quebec Nordiques - QUE,23,,"850,000",0,41%,-1%
*06rut*,Cameron Reid,NSH,D,6733,Quebec Nordiques - QUE,19,,"950,000",0,60%,-2%
*06bma*,Ryan Roobroeck,CHI,C,6880,Quebec Nordiques - QUE,18,@VGK Tue 10:30PM,"950,000",0,47%,-2%
*070fp*,Daxon Rudolph,BUF,D,6924,Quebec Nordiques - QUE,18,,"950,000",0,75%,-2%
*070fq*,Adam Valentini,UTA,LW,8082,Quebec Nordiques - QUE,18,,"950,000",0,32%,-2%
*06mb2*,Marek Vanacker,CHI,LW,8103,Quebec Nordiques - QUE,20,@VGK Tue 10:30PM,"975,000",0,45%,-2%
*06lom*,Mikhail Yegorov,NJD,G,8538,Quebec Nordiques - QUE,20,,"950,000",0,55%,-2%
*048xc*,Nick Suzuki,MTL,C,6,St John Flames - SJF,27,@TOR Tue 7:00PM,"7,875,000",95.62,100%,0%
*03ece*,Igor Shesterkin,NYR,G,31,St John Flames - SJF,30,@BOS Tue 8:00PM,"11,500,000",82.37,98%,0%
*03167*,Bo Horvat,NYI,C,62,St John Flames - SJF,31,,"8,500,000",76.69,96%,0%
*0457i*,Ukko-Pekka Luukkonen,BUF,G,66,St John Flames - SJF,27,,"4,750,000",76.32,87%,0%
*03l0t*,Pavel Zacha,BOS,"C,LW",95,St John Flames - SJF,29,NYR Tue 8:00PM,"4,750,000",71.99,92%,-1%
*042yb*,Brandon Hagel,TBL,LW,111,St John Flames - SJF,27,,"6,500,000",69.77,99%,0%
*02wy3*,Elias Lindholm,BOS,C,115,St John Flames - SJF,31,NYR Tue 8:00PM,"7,750,000",69.42,74%,-1%
*02uws*,Mathew Barzal,NYI,"C,RW",131,St John Flames - SJF,29,,"9,150,000",67.31,97%,0%
*01fx3*,Roman Josi,NSH,D,135,St John Flames - SJF,36,,"9,059,000",66.99,98%,0%
*0045u*,Jordan Staal,CAR,C,158,St John Flames - SJF,37,FLA Tue 5:00PM,"2,900,000",65,40%,-1%
*05wwg*,Lane Hutson,MTL,D,163,St John Flames - SJF,22,@TOR Tue 7:00PM,"8,850,000",64.57,100%,0%
*03dms*,Kevin Fiala,LAK,"LW,RW",171,St John Flames - SJF,30,,"7,875,000",63.72,92%,-1%
*05r1l*,William Eklund,OTT,"LW,RW",199,St John Flames - SJF,23,,"5,600,000",60.78,97%,0%
*03mm6*,Lawson Crouse,UTA,"LW,RW",210,St John Flames - SJF,29,,"4,300,000",59.65,64%,-1%
*06snb*,Benjamin Kindel,PIT,"C,RW",239,St John Flames - SJF,19,,"975,000",56.63,82%,-2%
*02fro*,Adam Lowry,WPG,C,253,St John Flames - SJF,33,,"5,000,000",55.97,23%,0%
*02ybl*,Valeri Nichushkin,CBJ,"LW,RW",263,St John Flames - SJF,31,,"6,125,000",55.17,85%,-1%
*04qyd*,Justus Annunen,NSH,G,283,St John Flames - SJF,26,,"1,250,000",53.28,39%,-1%
*031pn*,Nick Paul,TOR,"C,RW",400,St John Flames - SJF,31,MTL Tue 7:00PM,"3,150,000",47.35,25%,-1%
*065d1*,Matthew Wood,NSH,RW,420,St John Flames - SJF,21,,"950,000",46.07,70%,-2%
*06sds*,Tim Washe,ANA,C,438,St John Flames - SJF,24,,"812,500",45.11,22%,0%
*03pim*,Jeremy Lauzon,VGK,D,441,St John Flames - SJF,29,CHI Tue 10:30PM,"4,000,000",44.99,42%,0%
*06bdr*,Roman Kantserov,CHI,RW,469,St John Flames - SJF,21,@VGK Tue 10:30PM,"1,075,000",43.52,78%,-1%
*03rfj*,Keegan Kolesar,DET,RW,498,St John Flames - SJF,29,,"2,500,000",42.42,19%,-1%
*02o7l*,Jaccob Slavin,CAR,D,543,St John Flames - SJF,32,FLA Tue 5:00PM,"6,395,955",40.48,28%,-1%
*05981*,Louis Crevier,BUF,D,544,St John Flames - SJF,25,,"900,000",40.44,44%,-2%
*05ww8*,Ryan Greene,CHI,"C,LW",564,St John Flames - SJF,22,@VGK Tue 10:30PM,"950,000",39.37,42%,-2%
*04f1m*,Cale Fleury,SEA,D,568,St John Flames - SJF,27,,"800,000",39.21,13%,0%
*05u3g*,Thomas Milic,WPG,G,572,St John Flames - SJF,23,,"925,000",39,27%,-1%
*04l8y*,Mark Kastelic,BOS,"C,RW",586,St John Flames - SJF,27,NYR Tue 8:00PM,"1,566,667",38.46,34%,-1%
*04mx6*,Kaiden Guhle,MTL,D,606,St John Flames - SJF,24,@TOR Tue 7:00PM,"5,500,000",37.61,58%,-2%
*05ub8*,Avery Hayes,PIT,RW,702,St John Flames - SJF,23,,"830,000",31.62,31%,-1%
*065ik*,Marc Gatcomb,VGK,RW,704,St John Flames - SJF,27,CHI Tue 10:30PM,"875,000",31.48,18%,-1%
*05uf7*,Emil Lilleberg,TBL,D,708,St John Flames - SJF,25,,"800,000",31.11,21%,-1%
*05ufl*,Jaroslav Chmelar,NYR,RW,714,St John Flames - SJF,23,@BOS Tue 8:00PM,"925,000",30.78,17%,-1%
*05rih*,Elias Salomonsson,WPG,D,731,St John Flames - SJF,21,,"870,000",29.54,42%,-2%
*060jj*,Jani Nyman,SEA,LW,748,St John Flames - SJF,22,,"923,333",28.16,47%,-1%
*05ymo*,Owen Beck,MTL,C,759,St John Flames - SJF,22,@TOR Tue 7:00PM,"916,667",27.53,37%,-1%
*04xc8*,Jonathan Aspirot,BOS,D,771,St John Flames - SJF,27,NYR Tue 8:00PM,"887,500",26.7,21%,-1%
*05und*,Nikita Grebenkin,PHI,LW,836,St John Flames - SJF,23,,"1,100,000",22.41,28%,-1%
*06c6u*,Drew Fortescue,NYR,D,913,St John Flames - SJF,21,@BOS Tue 8:00PM,"950,000",18.73,20%,-1%
*04qya*,Filip Hallander,PIT,C,915,St John Flames - SJF,26,,"775,000",18.71,17%,-2%
*05ku9*,Mike Benning,CGY,D,935,St John Flames - SJF,24,,"850,000",17.69,20%,-1%
*061a1*,Adam Engstrom,MTL,D,946,St John Flames - SJF,22,@TOR Tue 7:00PM,"925,000",17.13,29%,-2%
*06pyo*,Adam Benak,MIN,C,1452,St John Flames - SJF,19,,"950,000",0,38%,-1%
*05uh3*,Dmitri Buchelnikov,STL,RW,1867,St John Flames - SJF,22,,"925,000",0,40%,-2%
*06jhh*,Evan Gardner,CBJ,G,3175,St John Flames - SJF,20,,"870,833",0,29%,-1%
*06c9b*,Bogdan Konyushkov,MTL,D,4461,St John Flames - SJF,23,@TOR Tue 7:00PM,"1,013,750",0,20%,-1%
*0769v*,Gleb Pugachyov,MTL,RW,6593,St John Flames - SJF,18,@TOR Tue 7:00PM,"950,000",0,56%,-2%
*06lut*,Leo Sahlin Wallenius,SJS,D,7003,St John Flames - SJF,20,,"940,000",0,32%,-2%
,,,,,,,,,,,
*03mbn*,Mackenzie Blackwood,COL,G,55,Toronto Arenas - TOA,29,,"5,250,000",78.05,95%,0%
*051wf*,Dustin Wolf,CGY,G,70,Toronto Arenas - TOA,25,,"7,500,000",76.02,95%,0%
*04ad7*,Rasmus Dahlin,BUF,D,97,Toronto Arenas - TOA,26,,"11,000,000",71.82,100%,0%
*038vb*,Travis Konecny,PHI,RW,109,Toronto Arenas - TOA,29,,"8,750,000",70.03,98%,0%
*05tur*,Matthew Knies,TOR,LW,143,Toronto Arenas - TOA,23,MTL Tue 7:00PM,"7,750,000",66.26,99%,0%
*051lz*,Shane Pinto,OTT,C,147,Toronto Arenas - TOA,25,,"7,500,000",65.79,76%,-1%
*04y8g*,Trevor Zegras,PHI,"C,LW",186,Toronto Arenas - TOA,25,,"9,125,000",62.61,99%,0%
*05kbn*,Will Cuylle,NYR,"LW,RW",193,Toronto Arenas - TOA,24,@BOS Tue 8:00PM,"3,900,000",61.58,87%,-1%
*04amd*,Peyton Krebs,BUF,"C,RW",248,Toronto Arenas - TOA,25,,"4,500,000",56.3,50%,-1%
*04lcs*,Mattias Samuelsson,BUF,D,262,Toronto Arenas - TOA,26,,"4,285,714",55.46,93%,-1%
*05gtp*,Dawson Mercer,NJD,"C,RW",273,Toronto Arenas - TOA,24,,"4,000,000",54.31,66%,-2%
*05mwh*,Devon Levi,EDM,G,274,Toronto Arenas - TOA,24,VAN Tue 10:00PM,"812,500",54.3,66%,-1%
*05ran*,Matt Coronato,CGY,RW,286,Toronto Arenas - TOA,23,,"6,500,000",53.21,83%,-1%
*05r3d*,Josh Doan,BUF,"LW,RW",294,Toronto Arenas - TOA,24,,"6,950,000",52.81,92%,-1%
*059e5*,Jake Neighbours,STL,"LW,RW",301,Toronto Arenas - TOA,24,,"3,750,000",52.36,73%,-2%
*05gdo*,Luke Evangelista,NSH,RW,308,Toronto Arenas - TOA,24,,"3,000,000",51.8,81%,-3%
*05g42*,Jack Quinn,BUF,RW,318,Toronto Arenas - TOA,24,,"3,375,000",51.19,83%,-2%
*050rc*,Dmitry Voronkov,CBJ,"C,LW",332,Toronto Arenas - TOA,25,,"4,175,000",50.68,60%,-2%
*04ymn*,Luke Hughes,NJD,D,377,Toronto Arenas - TOA,22,,"9,000,000",48.37,97%,0%
*04y80*,Shane Wright,SEA,C,387,Toronto Arenas - TOA,22,,"886,666",48,69%,-2%
*04zj8*,Bobby Brink,MIN,RW,455,Toronto Arenas - TOA,25,,"2,750,000",44.13,46%,-2%
